query_id,query,department,solution,query_date,date_solved,employee_id
325,How can I change the mode of repayment/ account for my loan,loans,"In the event that you wish to change the mode of repayment/bank account for your loan repayment, you may visit the nearest the Retail Loan Service Center and submit your request with the revised account mandate/instructions. You can opt to repay through alternate repayment instructions as follows: 1) Standing Instructions: We offer the Standing Instructions (SI) facility whereby we can directly debit your Syndicate Bank account for EMI amounts on due dates. Please submit the following at your nearest Retail Loan Service Center: Request form for swap of repayment instructions. 3 Security cheques favoring Syndicate Bank Ltd Loan Account No. << >>, each undated and filled with a value equal to the sum of 3 EMIs. SI mandate duly filled and verified by Syndicate Bank. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. 2) Electronic Clearing Service (ECS): We offer the ECS facility whereby we can directly debit your non-Syndicate Bank account for EMI amounts on due dates. Please submit the following at your nearest Retail Loan Service Center: Request form for swap of repayment instructions. Security cheques favoring Syndicate Bank Ltd Loan Account No. << >>*** ECS mandate duly filled and verified by your banker. ACH(Automated Clearing House) Mandate. Swap Charges of Rs.500/- favouring Syndicate Bank Ltd Loan Account No. << >> In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. ***Security Cheques: You need to issue 1 security cheque for every 6 Equated Monthly Installments (EMI). The amount on each security undated cheque should be equal to the sum of 3 EMIs. For example, if your EMI amount is Rs. 1000 and you have paid 18 EMIs for a 36 month loan tenure, you need to submit 3 Security Cheques of Rs. 3000 each. 3) Post-dated Cheques (This mode is allowed only if the location is non ECS): Please submit the following documents at your nearest Retail Loan Service Center: Request form for swap of repayment instructions Revised post dated cheques in favour of Syndicate Bank Ltd Loan Account No. << >> for the balance EMIs. ACH(Automated Clearing House) Mandate Swap Charges of Rs.500/- favouring Syndicate Bank Ltd Loan Account No. << >> In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. View more",2/3/2019,6/2/2019,516
326,How do I obtain a Duplicate Repayment Schedule for my loan account,loans,"You may obtain a Duplicate Repayment Schedule for your loan account, free of charge by registering for our NetBanking facility on www.Syndicatebank.com and download the repayment schedule for your linked loan account. Alternatively, you may visit the nearest Retail Loan Service Center and submit the following documents Request form for Duplicate Repayment Schedule. Duplicate Repayment Schedule Charges of Rs.200/- favouring Syndicate Bank Ltd Loan Account No. << >> In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer, i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided",9/5/2018,3/27/2019,600
327,What security do I need to provide to obtain Professionals loan,loans,"To obtain the loan, there is absolutely no need to provide any security or collateral.",9/13/2018,12/9/2018,551
328,What are the loan tenure options for Professionals Loan,loans,You can repay your loan over a period of 12 to 60 months,11/5/2018,11/3/2018,500
329,What are the benefits of having a Current/Saving Account for my Loan to Professionals,loans,"You get preferred Processing Fee, priority processing and simpler documentation if you have a Current/Saving Account with Syndicate Bank. This is taken into account at the time of disbursal of the loan. You can pay through Standing Instructions to debit your Syndicate Bank account with the EMI amount.",12/11/2018,3/6/2019,508
330,How much loan can I avail of for Professionals,loans,"You can avail of a loan from Rs 50,000/- to Rs 40,00,000/- depending on your income, repayment capacity and respective location product cap.",9/6/2018,9/18/2018,543
331,How do I repay my Professionals loan,loans,You pay the loan in equal monthly instalments (EMIs). The loan will be paid through post-dated cheques. You can also pay through Electronic Clearing System (ECS ) or a standing instruction to debit your Syndicate Bank account with the EMI amount,8/10/2019,6/1/2019,519
332,How long can I take to repay my personal loan,loans,"We offer flexible repayment options ranging from 12 to 60 months, depending on the customer’s profile.",9/14/2018,7/8/2019,523
333,How much can I borrow,loans,"You can take a loan ranging from Rs. 50,000 to Rs. 15,00,000, depending on your income and repayment capacity. You can club your spouse’s income if you want to get a bigger loan.",9/30/2018,2/7/2019,554
334,How can I repay my Personal Loan,loans,You pay the loan in equal monthly instalments (EMIs). The loan will be paid through post-dated cheques. You can also pay through ECS or a standing instruction to debit your Syndicate Bank account with the EMI amount. Try our EMI calculator to calculate how much you need to pay each month.,5/12/2019,9/1/2018,532
335,Is part-prepayment of a Personal Loan allowed,loans,"No, part prepayment is not allowed. The loan has to either be prepaid in full or serviced for the contracted tenure.",9/26/2018,2/9/2019,511
336,How does a Salary Account help me get a personal loan,loans,"You get a preferential rate of interest and processing fee, speedy processing and minimal documentation if you have a Salary Account with Syndicate Bank. This is taken into account at the time of disbursal of the loan. You can pay through a Standing Instruction to debit your Syndicate Bank account with the EMI amount.",9/1/2018,4/9/2019,501
337,Do I need to provide any security or collateral to obtain a personal loan from Syndicate Bank,loans,"No you don’t have to provide any security, collateral or guarantee.",7/5/2019,4/24/2019,553
338,What is De-pledge,loans,Removal of a pledge from the security to regain the rights over the security is called de-pledge. *Conditions Apply,11/30/2018,3/5/2019,593
339,What is Guarantor,loans,A Guarantor is a person who guarantees to pay for someone else's debt if he or she should default on a loan obligation.,9/7/2018,9/30/2018,593
340,What is Amortization,loans,Amortization is paying off debts in regular instalments over a period of time.,4/27/2019,11/25/2018,508
341,What is Pledge,loans,A right over the security is created in favour of Syndicate Bank. Hence shares cannot be transferred or sold by the customer or shareholder.,4/28/2019,2/22/2019,546
342,What is RTGS,loans,"RTGS is the Real Time Gross Settlement which is used for the transfer of amounts of Rs. 1,00,000 or more from one bank account to another bank account (any bank located anywhere in India if attached with an Internet system) at very minimal charges. The amount is credited into the beneficiary's account in real time. For amounts less than Rs. 1,00,000 we use NEFT( National Electronic Fund Transfer).",1/4/2019,3/7/2019,584
